ID,NAME,VIEWS,DATE
386,MapleStory,10.5 mil espectadores,2023-07-23 04:25:00.0
387,Street Fighter 6,9.7 mil espectadores,2023-07-23 04:25:00.0
388,Everybody 1-2-Switch,9.7 mil espectadores,2023-07-23 04:25:00.0
389,My Friendly Neighborhood,9 mil espectadores,2023-07-23 04:25:00.0
390,Call of Duty: Modern Warfare II,9 mil espectadores,2023-07-23 04:25:00.0
391,Só na conversa,232.2 mil espectadores,2023-07-23 04:40:00.0
392,Grand Theft Auto V,233.2 mil espectadores,2023-07-23 04:40:00.0
393,League of Legends,138.4 mil espectadores,2023-07-23 04:40:00.0
394,VALORANT,72.4 mil espectadores,2023-07-23 04:40:00.0
395,Diablo IV,50.4 mil espectadores,2023-07-23 04:40:00.0
396,Teamfight Tactics,46.6 mil espectadores,2023-07-23 04:40:00.0
397,Fortnite,28.9 mil espectadores,2023-07-23 04:40:00.0
398,Dota 2,27.5 mil espectadores,2023-07-23 04:40:00.0
399,Apex Legends,25.9 mil espectadores,2023-07-23 04:40:00.0
400,Remnant II,24 mil espectadores,2023-07-23 04:40:00.0
401,Casino Slot Machine,22.9 mil espectadores,2023-07-23 04:40:00.0
402,Dead by Daylight,22.1 mil espectadores,2023-07-23 04:40:00.0
403,FIFA 23,20.8 mil espectadores,2023-07-23 04:40:00.0
404,Tekken 8,19.9 mil espectadores,2023-07-23 04:40:00.0
405,Counter-Strike: Global Offensive,19.9 mil espectadores,2023-07-23 04:40:00.0
406,Minecraft,18.4 mil espectadores,2023-07-23 04:40:00.0
407,Im Only Sleeping,16.8 mil espectadores,2023-07-23 04:40:00.0
408,Call of Duty: Warzone,15.4 mil espectadores,2023-07-23 04:40:00.0
409,Música,15.5 mil espectadores,2023-07-23 04:40:00.0
410,Overwatch 2,14.8 mil espectadores,2023-07-23 04:40:00.0
411,ASMR,14.6 mil espectadores,2023-07-23 04:40:00.0
412,World of Warcraft,13.8 mil espectadores,2023-07-23 04:40:00.0
413,Black Desert,12.9 mil espectadores,2023-07-23 04:40:00.0
414,Escape from Tarkov,12 mil espectadores,2023-07-23 04:40:00.0
415,Games + Demos,11.9 mil espectadores,2023-07-23 04:40:00.0
416,MapleStory,10.5 mil espectadores,2023-07-23 04:40:00.0
417,Everybody 1-2-Switch,9.6 mil espectadores,2023-07-23 04:40:00.0
418,Hearthstone,9.5 mil espectadores,2023-07-23 04:40:00.0
419,Street Fighter 6,8.4 mil espectadores,2023-07-23 04:40:00.0
420,Call of Duty: Modern Warfare II,8.4 mil espectadores,2023-07-23 04:40:00.0
421,Só na conversa,224 mil espectadores,2023-07-23 04:56:00.0
422,Grand Theft Auto V,221.7 mil espectadores,2023-07-23 04:56:00.0
423,League of Legends,125.7 mil espectadores,2023-07-23 04:56:00.0
424,VALORANT,108.2 mil espectadores,2023-07-23 04:56:00.0
425,Diablo IV,51.6 mil espectadores,2023-07-23 04:56:00.0
426,Teamfight Tactics,47.5 mil espectadores,2023-07-23 04:56:00.0
427,Dota 2,30.2 mil espectadores,2023-07-23 04:56:00.0
428,Fortnite,27.6 mil espectadores,2023-07-23 04:56:00.0
429,Apex Legends,25.5 mil espectadores,2023-07-23 04:56:00.0
430,Remnant II,25.1 mil espectadores,2023-07-23 04:56:00.0
431,Casino Slot Machine,22.8 mil espectadores,2023-07-23 04:56:00.0
432,Dead by Daylight,22 mil espectadores,2023-07-23 04:56:00.0
433,Tekken 8,20.1 mil espectadores,2023-07-23 04:56:00.0
434,Counter-Strike: Global Offensive,19.8 mil espectadores,2023-07-23 04:56:00.0
435,FIFA 23,19.6 mil espectadores,2023-07-23 04:56:00.0
436,Minecraft,17.4 mil espectadores,2023-07-23 04:56:00.0
437,Im Only Sleeping,16.4 mil espectadores,2023-07-23 04:56:00.0
438,Black Desert,15.1 mil espectadores,2023-07-23 04:56:00.0
439,Call of Duty: Warzone,15 mil espectadores,2023-07-23 04:56:00.0
440,Música,14.9 mil espectadores,2023-07-23 04:56:00.0
441,ASMR,14.8 mil espectadores,2023-07-23 04:56:00.0
442,Overwatch 2,14.5 mil espectadores,2023-07-23 04:56:00.0
443,World of Warcraft,14.4 mil espectadores,2023-07-23 04:56:00.0
444,Escape from Tarkov,12.8 mil espectadores,2023-07-23 04:56:00.0
445,Games + Demos,12.3 mil espectadores,2023-07-23 04:56:00.0
446,MapleStory,12 mil espectadores,2023-07-23 04:56:00.0
447,Hearthstone,10.3 mil espectadores,2023-07-23 04:56:00.0
448,Everybody 1-2-Switch,10.2 mil espectadores,2023-07-23 04:56:00.0
449,Street Fighter 6,8.7 mil espectadores,2023-07-23 04:56:00.0
450,Slots,8.6 mil espectadores,2023-07-23 04:56:00.0
451,Grand Theft Auto V,216.2 mil espectadores,2023-07-23 05:11:00.0
452,Só na conversa,201.5 mil espectadores,2023-07-23 05:11:00.0
453,VALORANT,156.3 mil espectadores,2023-07-23 05:11:00.0
454,League of Legends,135.9 mil espectadores,2023-07-23 05:11:00.0
455,Diablo IV,56.9 mil espectadores,2023-07-23 05:11:00.0
456,Teamfight Tactics,47.7 mil espectadores,2023-07-23 05:11:00.0
457,Dota 2,30 mil espectadores,2023-07-23 05:11:00.0
458,Fortnite,27 mil espectadores,2023-07-23 05:11:00.0
459,Remnant II,25.9 mil espectadores,2023-07-23 05:11:00.0
460,Apex Legends,25.5 mil espectadores,2023-07-23 05:11:00.0
461,Games + Demos,24.1 mil espectadores,2023-07-23 05:11:00.0
462,Casino Slot Machine,21.9 mil espectadores,2023-07-23 05:11:00.0
463,Dead by Daylight,21.8 mil espectadores,2023-07-23 05:11:00.0
17968,Minecraft,82K viewers,2023-07-29 23:34:00.0
464,Counter-Strike: Global Offensive,21.6 mil espectadores,2023-07-23 05:11:00.0
465,Black Desert,19.6 mil espectadores,2023-07-23 05:11:00.0
466,Tekken 8,19.3 mil espectadores,2023-07-23 05:11:00.0
467,FIFA 23,19.1 mil espectadores,2023-07-23 05:11:00.0
468,Minecraft,17 mil espectadores,2023-07-23 05:11:00.0
469,Im Only Sleeping,15.8 mil espectadores,2023-07-23 05:11:00.0
470,Música,15.4 mil espectadores,2023-07-23 05:11:00.0
471,Call of Duty: Warzone,15.3 mil espectadores,2023-07-23 05:11:00.0
472,ASMR,14.6 mil espectadores,2023-07-23 05:11:00.0
473,World of Warcraft,14.5 mil espectadores,2023-07-23 05:11:00.0
474,Overwatch 2,14 mil espectadores,2023-07-23 05:11:00.0
475,Escape from Tarkov,13.2 mil espectadores,2023-07-23 05:11:00.0
476,MapleStory,11.8 mil espectadores,2023-07-23 05:11:00.0
477,Hearthstone,10.4 mil espectadores,2023-07-23 05:11:00.0
478,Everybody 1-2-Switch,10.4 mil espectadores,2023-07-23 05:11:00.0
479,Street Fighter 6,8.5 mil espectadores,2023-07-23 05:11:00.0
480,Slots,8.4 mil espectadores,2023-07-23 05:11:00.0
481,Só na conversa,210.4 mil espectadores,2023-07-23 05:26:00.0
482,Grand Theft Auto V,208.1 mil espectadores,2023-07-23 05:26:00.0
483,VALORANT,190.3 mil espectadores,2023-07-23 05:26:00.0
484,League of Legends,149 mil espectadores,2023-07-23 05:26:00.0
485,Diablo IV,57.1 mil espectadores,2023-07-23 05:26:00.0
486,Teamfight Tactics,48 mil espectadores,2023-07-23 05:26:00.0
487,Dota 2,32.5 mil espectadores,2023-07-23 05:26:00.0
488,Fortnite,28.1 mil espectadores,2023-07-23 05:26:00.0
489,Remnant II,26.1 mil espectadores,2023-07-23 05:26:00.0
490,Apex Legends,25.7 mil espectadores,2023-07-23 05:26:00.0
491,Counter-Strike: Global Offensive,23.5 mil espectadores,2023-07-23 05:26:00.0
492,Casino Slot Machine,22.4 mil espectadores,2023-07-23 05:26:00.0
493,Dead by Daylight,22.3 mil espectadores,2023-07-23 05:26:00.0
494,Black Desert,20.2 mil espectadores,2023-07-23 05:26:00.0
495,Tekken 8,19.8 mil espectadores,2023-07-23 05:26:00.0
496,FIFA 23,18.3 mil espectadores,2023-07-23 05:26:00.0
497,Call of Duty: Warzone,16.1 mil espectadores,2023-07-23 05:26:00.0
498,Im Only Sleeping,15.1 mil espectadores,2023-07-23 05:26:00.0
499,World of Warcraft,14.5 mil espectadores,2023-07-23 05:26:00.0
500,Overwatch 2,14.5 mil espectadores,2023-07-23 05:26:00.0
501,Música,14.4 mil espectadores,2023-07-23 05:26:00.0
502,ASMR,14.2 mil espectadores,2023-07-23 05:26:00.0
503,Escape from Tarkov,12.7 mil espectadores,2023-07-23 05:26:00.0
504,Games + Demos,12.3 mil espectadores,2023-07-23 05:26:00.0
505,Minecraft,12.1 mil espectadores,2023-07-23 05:26:00.0
506,MapleStory,11.6 mil espectadores,2023-07-23 05:26:00.0
507,Hearthstone,10.7 mil espectadores,2023-07-23 05:26:00.0
508,Everybody 1-2-Switch,10.3 mil espectadores,2023-07-23 05:26:00.0
509,Slots,8.5 mil espectadores,2023-07-23 05:26:00.0
510,Lost Ark,8.3 mil espectadores,2023-07-23 05:26:00.0
511,Só na conversa,225.3 mil espectadores,2023-07-23 05:43:00.0
512,VALORANT,212.3 mil espectadores,2023-07-23 05:43:00.0
513,Grand Theft Auto V,158 mil espectadores,2023-07-23 05:43:00.0
514,League of Legends,122.6 mil espectadores,2023-07-23 05:43:00.0
515,Diablo IV,56.3 mil espectadores,2023-07-23 05:43:00.0
516,Teamfight Tactics,48.1 mil espectadores,2023-07-23 05:43:00.0
517,Dota 2,38.5 mil espectadores,2023-07-23 05:43:00.0
518,Remnant II,28 mil espectadores,2023-07-23 05:43:00.0
519,Fortnite,27.2 mil espectadores,2023-07-23 05:43:00.0
520,Apex Legends,26.5 mil espectadores,2023-07-23 05:43:00.0
521,Counter-Strike: Global Offensive,24.3 mil espectadores,2023-07-23 05:43:00.0
522,Casino Slot Machine,24.5 mil espectadores,2023-07-23 05:43:00.0
523,Dead by Daylight,22.6 mil espectadores,2023-07-23 05:43:00.0
524,Black Desert,20.6 mil espectadores,2023-07-23 05:43:00.0
525,FIFA 23,19.8 mil espectadores,2023-07-23 05:43:00.0
526,Tekken 8,18.8 mil espectadores,2023-07-23 05:43:00.0
527,Call of Duty: Warzone,16.3 mil espectadores,2023-07-23 05:43:00.0
528,World of Warcraft,15.4 mil espectadores,2023-07-23 05:43:00.0
529,Im Only Sleeping,14.9 mil espectadores,2023-07-23 05:43:00.0
530,Música,14.8 mil espectadores,2023-07-23 05:43:00.0
531,ASMR,13 mil espectadores,2023-07-23 05:43:00.0
532,Minecraft,12.9 mil espectadores,2023-07-23 05:43:00.0
533,Overwatch 2,12.7 mil espectadores,2023-07-23 05:43:00.0
534,Games + Demos,12.6 mil espectadores,2023-07-23 05:43:00.0
535,MapleStory,11.9 mil espectadores,2023-07-23 05:43:00.0
536,Hearthstone,12 mil espectadores,2023-07-23 05:43:00.0
537,Escape from Tarkov,11.5 mil espectadores,2023-07-23 05:43:00.0
538,Everybody 1-2-Switch,10.1 mil espectadores,2023-07-23 05:43:00.0
539,Slots,8.9 mil espectadores,2023-07-23 05:43:00.0
540,Esportes,8.9 mil espectadores,2023-07-23 05:43:00.0
541,Só na conversa,240 mil espectadores,2023-07-23 06:00:00.0
542,VALORANT,229.7 mil espectadores,2023-07-23 06:00:00.0
543,Grand Theft Auto V,158.6 mil espectadores,2023-07-23 06:00:00.0
544,League of Legends,127.2 mil espectadores,2023-07-23 06:00:00.0
545,Teamfight Tactics,49.7 mil espectadores,2023-07-23 06:00:00.0
546,Dota 2,50.3 mil espectadores,2023-07-23 06:00:00.0
547,Diablo IV,34.9 mil espectadores,2023-07-23 06:00:00.0
548,Remnant II,29.6 mil espectadores,2023-07-23 06:00:00.0
549,Fortnite,26.8 mil espectadores,2023-07-23 06:00:00.0
550,Apex Legends,26.8 mil espectadores,2023-07-23 06:00:00.0
551,Casino Slot Machine,25.4 mil espectadores,2023-07-23 06:00:00.0
552,Counter-Strike: Global Offensive,23.4 mil espectadores,2023-07-23 06:00:00.0
553,Dead by Daylight,22.6 mil espectadores,2023-07-23 06:00:00.0
554,FIFA 23,22 mil espectadores,2023-07-23 06:00:00.0
555,Música,21.7 mil espectadores,2023-07-23 06:00:00.0
556,Black Desert,20.8 mil espectadores,2023-07-23 06:00:00.0
557,Tekken 8,19.1 mil espectadores,2023-07-23 06:00:00.0
558,World of Warcraft,16 mil espectadores,2023-07-23 06:00:00.0
559,Im Only Sleeping,14.5 mil espectadores,2023-07-23 06:00:00.0
560,Call of Duty: Warzone,14.5 mil espectadores,2023-07-23 06:00:00.0
561,MapleStory,14.1 mil espectadores,2023-07-23 06:00:00.0
562,Esportes,13.7 mil espectadores,2023-07-23 06:00:00.0
563,ASMR,13.5 mil espectadores,2023-07-23 06:00:00.0
564,Minecraft,12.7 mil espectadores,2023-07-23 06:00:00.0
565,Games + Demos,13 mil espectadores,2023-07-23 06:00:00.0
566,Overwatch 2,12.8 mil espectadores,2023-07-23 06:00:00.0
567,Hearthstone,12.7 mil espectadores,2023-07-23 06:00:00.0
568,Escape from Tarkov,12.3 mil espectadores,2023-07-23 06:00:00.0
569,Everybody 1-2-Switch,9.2 mil espectadores,2023-07-23 06:00:00.0
570,Lost Ark,8.9 mil espectadores,2023-07-23 06:00:00.0
571,Só na conversa,226.3 mil espectadores,2023-07-23 06:17:00.0
572,VALORANT,202.7 mil espectadores,2023-07-23 06:17:00.0
573,Grand Theft Auto V,172.6 mil espectadores,2023-07-23 06:17:00.0
574,League of Legends,148 mil espectadores,2023-07-23 06:17:00.0
575,Dota 2,102.7 mil espectadores,2023-07-23 06:17:00.0
576,Teamfight Tactics,50.4 mil espectadores,2023-07-23 06:17:00.0
577,Diablo IV,36 mil espectadores,2023-07-23 06:17:00.0
578,MapleStory,34.7 mil espectadores,2023-07-23 06:17:00.0
579,Remnant II,28.1 mil espectadores,2023-07-23 06:17:00.0
580,Fortnite,26.2 mil espectadores,2023-07-23 06:17:00.0
581,Apex Legends,26.4 mil espectadores,2023-07-23 06:17:00.0
582,Casino Slot Machine,24.9 mil espectadores,2023-07-23 06:17:00.0
583,Dead by Daylight,22.4 mil espectadores,2023-07-23 06:17:00.0
584,Música,22.1 mil espectadores,2023-07-23 06:17:00.0
585,Counter-Strike: Global Offensive,21.4 mil espectadores,2023-07-23 06:17:00.0
586,Black Desert,20.8 mil espectadores,2023-07-23 06:17:00.0
587,Esportes,19.1 mil espectadores,2023-07-23 06:17:00.0
588,Tekken 8,19.1 mil espectadores,2023-07-23 06:17:00.0
589,Call of Duty: Warzone,16.8 mil espectadores,2023-07-23 06:17:00.0
590,World of Warcraft,16.6 mil espectadores,2023-07-23 06:17:00.0
591,Im Only Sleeping,14.7 mil espectadores,2023-07-23 06:17:00.0
592,Games + Demos,14.1 mil espectadores,2023-07-23 06:17:00.0
593,FIFA 23,13.7 mil espectadores,2023-07-23 06:17:00.0
594,Minecraft,13.5 mil espectadores,2023-07-23 06:17:00.0
595,ASMR,13.5 mil espectadores,2023-07-23 06:17:00.0
596,Escape from Tarkov,12.8 mil espectadores,2023-07-23 06:17:00.0
597,Hearthstone,12.8 mil espectadores,2023-07-23 06:17:00.0
598,Overwatch 2,12.7 mil espectadores,2023-07-23 06:17:00.0
599,ELDEN RING,9.6 mil espectadores,2023-07-23 06:17:00.0
600,Kartrider,9.1 mil espectadores,2023-07-23 06:17:00.0
601,Só na conversa,217.4 mil espectadores,2023-07-23 06:34:00.0
602,VALORANT,215.9 mil espectadores,2023-07-23 06:34:00.0
603,League of Legends,163.6 mil espectadores,2023-07-23 06:34:00.0
604,Grand Theft Auto V,160.9 mil espectadores,2023-07-23 06:34:00.0
605,Dota 2,137.7 mil espectadores,2023-07-23 06:34:00.0
606,Teamfight Tactics,51.8 mil espectadores,2023-07-23 06:34:00.0
607,Diablo IV,37.4 mil espectadores,2023-07-23 06:34:00.0
608,Casino Slot Machine,34.4 mil espectadores,2023-07-23 06:34:00.0
609,MapleStory,34.7 mil espectadores,2023-07-23 06:34:00.0
610,Remnant II,28.7 mil espectadores,2023-07-23 06:34:00.0
611,Apex Legends,27.2 mil espectadores,2023-07-23 06:34:00.0
612,Fortnite,25.7 mil espectadores,2023-07-23 06:34:00.0
613,Counter-Strike: Global Offensive,23 mil espectadores,2023-07-23 06:34:00.0
614,Música,22.6 mil espectadores,2023-07-23 06:34:00.0
615,Esportes,22.5 mil espectadores,2023-07-23 06:34:00.0
616,Dead by Daylight,22.3 mil espectadores,2023-07-23 06:34:00.0
617,Black Desert,20.3 mil espectadores,2023-07-23 06:34:00.0
618,Tekken 8,18.2 mil espectadores,2023-07-23 06:34:00.0
619,World of Warcraft,18.2 mil espectadores,2023-07-23 06:34:00.0
620,Call of Duty: Warzone,17.3 mil espectadores,2023-07-23 06:34:00.0
621,FIFA 23,15.3 mil espectadores,2023-07-23 06:34:00.0
622,Games + Demos,14.2 mil espectadores,2023-07-23 06:34:00.0
623,Minecraft,13.9 mil espectadores,2023-07-23 06:34:00.0
624,Hearthstone,13.1 mil espectadores,2023-07-23 06:34:00.0
625,ASMR,13 mil espectadores,2023-07-23 06:34:00.0
626,Im Only Sleeping,12.8 mil espectadores,2023-07-23 06:34:00.0
627,Escape from Tarkov,12.6 mil espectadores,2023-07-23 06:34:00.0
628,Overwatch 2,12.4 mil espectadores,2023-07-23 06:34:00.0
629,Blue Archive,9.9 mil espectadores,2023-07-23 06:34:00.0
630,PUBG: BATTLEGROUNDS,9.8 mil espectadores,2023-07-23 06:34:00.0
631,VALORANT,223.7 mil espectadores,2023-07-23 06:51:00.0
632,Só na conversa,221.1 mil espectadores,2023-07-23 06:51:00.0
633,League of Legends,171.1 mil espectadores,2023-07-23 06:51:00.0
634,Grand Theft Auto V,166.8 mil espectadores,2023-07-23 06:51:00.0
635,Dota 2,159.9 mil espectadores,2023-07-23 06:51:00.0
636,Teamfight Tactics,51.1 mil espectadores,2023-07-23 06:51:00.0
637,Diablo IV,37.9 mil espectadores,2023-07-23 06:51:00.0
638,MapleStory,34.8 mil espectadores,2023-07-23 06:51:00.0
639,Casino Slot Machine,33.6 mil espectadores,2023-07-23 06:51:00.0
640,Apex Legends,31.2 mil espectadores,2023-07-23 06:51:00.0
641,Remnant II,27.9 mil espectadores,2023-07-23 06:51:00.0
642,Fortnite,26.6 mil espectadores,2023-07-23 06:51:00.0
643,Esportes,23.5 mil espectadores,2023-07-23 06:51:00.0
644,Música,23.3 mil espectadores,2023-07-23 06:51:00.0
645,Dead by Daylight,22.5 mil espectadores,2023-07-23 06:51:00.0
646,Counter-Strike: Global Offensive,21.8 mil espectadores,2023-07-23 06:51:00.0
647,Black Desert,20.5 mil espectadores,2023-07-23 06:51:00.0
648,Tekken 8,19.1 mil espectadores,2023-07-23 06:51:00.0
649,World of Warcraft,18.8 mil espectadores,2023-07-23 06:51:00.0
650,Call of Duty: Warzone,16 mil espectadores,2023-07-23 06:51:00.0
651,FIFA 23,15.9 mil espectadores,2023-07-23 06:51:00.0
652,Games + Demos,14.6 mil espectadores,2023-07-23 06:51:00.0
653,Minecraft,14.1 mil espectadores,2023-07-23 06:51:00.0
654,Im Only Sleeping,13.5 mil espectadores,2023-07-23 06:51:00.0
655,Hearthstone,13.1 mil espectadores,2023-07-23 06:51:00.0
656,Escape from Tarkov,13.1 mil espectadores,2023-07-23 06:51:00.0
657,ASMR,12.3 mil espectadores,2023-07-23 06:51:00.0
658,Overwatch 2,12.1 mil espectadores,2023-07-23 06:51:00.0
659,PUBG: BATTLEGROUNDS,10.2 mil espectadores,2023-07-23 06:51:00.0
660,ELDEN RING,10 mil espectadores,2023-07-23 06:51:00.0
661,VALORANT,231.7 mil espectadores,2023-07-23 07:05:00.0
662,Só na conversa,221.3 mil espectadores,2023-07-23 07:05:00.0
663,Grand Theft Auto V,173 mil espectadores,2023-07-23 07:05:00.0
664,League of Legends,166.9 mil espectadores,2023-07-23 07:05:00.0
665,Dota 2,133.5 mil espectadores,2023-07-23 07:05:00.0
666,Teamfight Tactics,52.8 mil espectadores,2023-07-23 07:05:00.0
667,Diablo IV,40 mil espectadores,2023-07-23 07:05:00.0
668,Apex Legends,37.7 mil espectadores,2023-07-23 07:05:00.0
669,MapleStory,34.8 mil espectadores,2023-07-23 07:05:00.0
670,Casino Slot Machine,34.4 mil espectadores,2023-07-23 07:05:00.0
671,Counter-Strike: Global Offensive,26.7 mil espectadores,2023-07-23 07:05:00.0
672,Remnant II,26.5 mil espectadores,2023-07-23 07:05:00.0
673,Fortnite,26.2 mil espectadores,2023-07-23 07:05:00.0
674,Esportes,24.7 mil espectadores,2023-07-23 07:05:00.0
675,Música,21.6 mil espectadores,2023-07-23 07:05:00.0
676,Black Desert,21.3 mil espectadores,2023-07-23 07:05:00.0
677,Dead by Daylight,20.1 mil espectadores,2023-07-23 07:05:00.0
678,World of Warcraft,18.8 mil espectadores,2023-07-23 07:05:00.0
679,Tekken 8,18.6 mil espectadores,2023-07-23 07:05:00.0
680,FIFA 23,16 mil espectadores,2023-07-23 07:05:00.0
681,Call of Duty: Warzone,16 mil espectadores,2023-07-23 07:05:00.0
682,Games + Demos,15.1 mil espectadores,2023-07-23 07:05:00.0
683,Minecraft,15.1 mil espectadores,2023-07-23 07:05:00.0
684,Lost Ark,14.6 mil espectadores,2023-07-23 07:05:00.0
685,Hearthstone,13.4 mil espectadores,2023-07-23 07:05:00.0
686,Escape from Tarkov,12.9 mil espectadores,2023-07-23 07:05:00.0
687,ASMR,12 mil espectadores,2023-07-23 07:05:00.0
688,Overwatch 2,11.7 mil espectadores,2023-07-23 07:05:00.0
689,PUBG: BATTLEGROUNDS,11.4 mil espectadores,2023-07-23 07:05:00.0
690,Im Only Sleeping,10.6 mil espectadores,2023-07-23 07:05:00.0
691,Só na conversa,241 mil espectadores,2023-07-23 07:22:00.0
692,VALORANT,192.8 mil espectadores,2023-07-23 07:22:00.0
693,Grand Theft Auto V,187.1 mil espectadores,2023-07-23 07:22:00.0
694,League of Legends,176.4 mil espectadores,2023-07-23 07:22:00.0
695,Dota 2,154.4 mil espectadores,2023-07-23 07:22:00.0
696,Teamfight Tactics,53.3 mil espectadores,2023-07-23 07:22:00.0
697,Apex Legends,47.5 mil espectadores,2023-07-23 07:22:00.0
698,Diablo IV,41.2 mil espectadores,2023-07-23 07:22:00.0
699,MapleStory,35.7 mil espectadores,2023-07-23 07:22:00.0
700,Casino Slot Machine,34.2 mil espectadores,2023-07-23 07:22:00.0
701,Counter-Strike: Global Offensive,29.2 mil espectadores,2023-07-23 07:22:00.0
702,Esportes,27.1 mil espectadores,2023-07-23 07:22:00.0
703,Remnant II,26.6 mil espectadores,2023-07-23 07:22:00.0
704,Fortnite,25.1 mil espectadores,2023-07-23 07:22:00.0
705,Black Desert,21.9 mil espectadores,2023-07-23 07:22:00.0
706,Música,21.4 mil espectadores,2023-07-23 07:22:00.0
707,Dead by Daylight,20.1 mil espectadores,2023-07-23 07:22:00.0
708,World of Warcraft,19.1 mil espectadores,2023-07-23 07:22:00.0
709,Tekken 8,18.2 mil espectadores,2023-07-23 07:22:00.0
710,FIFA 23,16 mil espectadores,2023-07-23 07:22:00.0
711,Call of Duty: Warzone,15.9 mil espectadores,2023-07-23 07:22:00.0
712,Lost Ark,14.9 mil espectadores,2023-07-23 07:22:00.0
713,Minecraft,14.5 mil espectadores,2023-07-23 07:22:00.0
714,Games + Demos,14.6 mil espectadores,2023-07-23 07:22:00.0
715,Hearthstone,13.8 mil espectadores,2023-07-23 07:22:00.0
716,Escape from Tarkov,13.4 mil espectadores,2023-07-23 07:22:00.0
717,PUBG: BATTLEGROUNDS,12.3 mil espectadores,2023-07-23 07:22:00.0
718,ASMR,11.9 mil espectadores,2023-07-23 07:22:00.0
719,Overwatch 2,11.9 mil espectadores,2023-07-23 07:22:00.0
720,Im Only Sleeping,11.4 mil espectadores,2023-07-23 07:22:00.0
